Age,Age_Group,Gender,Income,Total_Purchases,Total_Amount,High_Spender
19,19-30,Female,Medium,1,67.86419972,N
19,19-30,Male,Medium,3,1476.848825,Y
19,19-30,Female,Medium,10,2877.987909,Y
19,19-30,Male,Medium,6,241.1134632,N
19,19-30,Male,Medium,6,1535.54324,Y
19,19-30,Male,Medium,2,648.6237875,N
19,19-30,Male,Medium,3,610.8779629,N
19,19-30,Male,Medium,3,569.6651615,N
19,19-30,Male,Medium,8,3533.105423,Y
19,19-30,Female,Medium,7,3341.139236,Y
19,19-30,Female,Medium,8,3846.565317,Y
19,19-30,Female,Medium,5,773.6336251,N
19,19-30,Male,Medium,10,1604.38003,Y
19,19-30,Female,Medium,9,933.0155654,N
19,19-30,Male,Medium,10,3491.923811,Y
19,19-30,Male,Medium,6,1150.152161,N
19,19-30,Male,Medium,6,1482.915405,Y
19,19-30,Female,Medium,3,140.4472343,N
19,19-30,Male,Medium,5,2196.972884,Y
19,19-30,Male,Medium,8,1395.835778,Y
19,19-30,Male,Medium,8,1842.248632,Y
19,19-30,Male,Medium,3,296.3639409,N
19,19-30,Female,Medium,9,1996.595826,Y
19,19-30,Female,Medium,3,591.9057585,N
19,19-30,Male,Medium,7,3432.792003,Y
19,19-30,Female,Medium,6,2562.691782,Y
19,19-30,Male,Medium,5,1232.859647,N
19,19-30,Male,Medium,8,3706.460775,Y
19,19-30,Female,Medium,6,2800.997857,Y
19,19-30,Male,Medium,2,578.3396307,N
19,19-30,Female,Medium,1,295.8824857,N
19,19-30,Male,Medium,3,407.1954611,N
19,19-30,Male,Medium,10,2736.66881,Y
19,19-30,Male,Medium,10,1976.949287,Y
19,19-30,Female,Medium,7,2598.482432,Y
19,19-30,Female,Medium,7,98.87726631,N
19,19-30,Male,Medium,2,540.9849862,N
19,19-30,Female,Medium,5,2120.780556,Y
19,19-30,Male,Medium,3,1280.623009,N
19,19-30,Male,Medium,4,1114.214356,N
19,19-30,Male,Medium,3,1351.385174,N
19,19-30,Male,Medium,10,1600.669646,Y
19,19-30,Male,Medium,5,2192.675224,Y
19,19-30,Female,Medium,5,430.5155881,N
19,19-30,Male,Medium,1,225.8670728,N
19,19-30,Male,Medium,3,253.4567801,N
19,19-30,Female,Medium,7,327.3510549,N
19,19-30,Male,Medium,7,1979.935251,Y
19,19-30,Male,Medium,9,2930.513168,Y
19,19-30,Male,Medium,2,373.3235258,N
19,19-30,Female,Medium,9,4454.964217,Y
19,19-30,Female,Medium,10,3870.714749,Y
19,19-30,Male,Medium,9,3230.897641,Y
19,19-30,Male,Medium,5,2269.938294,Y
19,19-30,Male,Medium,9,203.5896925,N
19,19-30,Female,Medium,6,2280.657182,Y
19,19-30,Male,Medium,9,2414.401714,Y
19,19-30,Male,Medium,8,118.707174,N
19,19-30,Female,Medium,2,731.2690487,N
19,19-30,Male,Medium,8,461.4140392,N
19,19-30,Female,Medium,1,186.0422086,N
19,19-30,Male,Medium,6,1924.241904,Y
19,19-30,Male,Medium,10,4505.028519,Y
19,19-30,Male,Medium,2,742.9432332,N
19,19-30,Male,Medium,9,4089.578667,Y
19,19-30,Male,Medium,9,1391.809522,Y
19,19-30,Male,Medium,3,534.946729,N
19,19-30,Male,Medium,9,3509.227753,Y
19,19-30,Female,Medium,4,1768.614257,Y
19,19-30,Male,Medium,2,752.5141129,N
19,19-30,Male,Medium,6,1500.013132,Y
19,19-30,Female,Medium,3,360.5075481,N
19,19-30,Male,Medium,1,381.9317056,N
19,19-30,Female,Medium,5,955.6428296,N
19,19-30,Male,Medium,10,151.601717,N
19,19-30,Female,Medium,5,1652.697419,Y
19,19-30,Male,Medium,5,744.5465391,N
19,19-30,Male,Medium,2,389.3196106,N
19,19-30,Male,Medium,2,63.29870713,N
19,19-30,Male,Medium,1,57.02745149,N
19,19-30,Male,Medium,1,316.0511268,N
19,19-30,Male,Medium,9,4091.306386,Y
19,19-30,Male,Medium,1,198.4176011,N
19,19-30,Male,Medium,1,107.1062575,N
19,19-30,Male,Medium,1,331.078409,N
19,19-30,Female,Medium,5,368.5776388,N
19,19-30,Female,Medium,4,1929.741207,Y
19,19-30,Male,Medium,5,1340.217398,N
19,19-30,Male,Medium,4,770.0662452,N
19,19-30,Male,Medium,10,3484.87802,Y
19,19-30,Male,Medium,2,457.3393654,N
19,19-30,Male,Medium,3,793.0709282,N
19,19-30,Male,Medium,9,4481.913335,Y
19,19-30,Female,Medium,2,281.5869121,N
19,19-30,Female,Medium,9,2748.137173,Y
19,19-30,Male,Medium,4,1538.258684,Y
19,19-30,Male,Medium,4,1392.463101,Y
19,19-30,Male,Medium,7,3470.820317,Y
19,19-30,Male,Medium,9,2492.85351,Y
19,19-30,Female,Medium,4,1010.314482,N
19,19-30,Male,Medium,10,3856.462348,Y
19,19-30,Male,Medium,9,4224.255945,Y
19,19-30,Female,Medium,10,3891.546812,Y
19,19-30,Male,Medium,9,1620.997572,Y
19,19-30,Male,Medium,8,1748.213461,Y
19,19-30,Male,Medium,6,742.2674085,N
19,19-30,Female,Medium,5,1094.867506,N
19,19-30,Female,Medium,5,2175.161616,Y
19,19-30,Female,Medium,6,1609.137711,Y
19,19-30,Male,Medium,9,4199.248004,Y
19,19-30,Female,Medium,8,2672.011084,Y
19,19-30,Male,Medium,5,1318.196438,N
19,19-30,Male,Medium,3,106.5682259,N
19,19-30,Male,Medium,5,88.23947883,N
19,19-30,Male,Medium,9,2006.602111,Y
19,19-30,Female,Medium,5,524.0309094,N
19,19-30,Female,Medium,7,3127.690514,Y
19,19-30,Female,Medium,10,1843.527519,Y
19,19-30,Male,Medium,6,2556.545728,Y
19,19-30,Female,Medium,8,2722.677849,Y
19,19-30,Male,Medium,2,564.9014854,N
19,19-30,Male,Medium,3,446.1487695,N
19,19-30,Female,Medium,5,948.0720941,N
19,19-30,Female,Medium,4,670.0646592,N
19,19-30,Male,Medium,5,1608.727892,Y
19,19-30,Male,Medium,6,679.000604,N
19,19-30,Female,Medium,9,3495.967766,Y
19,19-30,Male,Medium,10,2964.144724,Y
19,19-30,Male,Medium,6,2347.715891,Y
19,19-30,Female,Medium,8,3350.922151,Y
19,19-30,Female,Medium,8,2454.698354,Y
19,19-30,Female,Medium,9,2802.959071,Y
19,19-30,Female,Medium,1,58.9495741,N
19,19-30,Male,Medium,7,2343.067066,Y
19,19-30,Female,Medium,9,3998.902363,Y
19,19-30,Male,Medium,4,576.7344098,N
19,19-30,Female,Medium,4,379.5997926,N
19,19-30,Male,Medium,2,682.273182,N
19,19-30,Female,Medium,2,737.7743151,N
19,19-30,Male,Medium,4,1082.892763,N
19,19-30,Male,Medium,1,142.542836,N
19,19-30,Female,Medium,7,3277.888551,Y
19,19-30,Male,Medium,5,1041.174377,N
19,19-30,Female,Medium,4,81.07965169,N
19,19-30,Male,Medium,7,2697.943744,Y
19,19-30,Female,Medium,7,2976.472566,Y
19,19-30,Male,Medium,5,1729.431175,Y
19,19-30,Male,Medium,10,3589.830195,Y
19,19-30,Female,Medium,5,1938.371613,Y
19,19-30,Male,Medium,10,2715.993194,Y
19,19-30,Male,Medium,8,399.9910563,N
19,19-30,Male,Medium,3,139.4278242,N
19,19-30,Female,Medium,9,4122.762213,Y
19,19-30,Male,Medium,2,292.3478162,N
19,19-30,Female,Medium,6,2892.311045,Y
19,19-30,Male,Medium,5,116.5953277,N
19,19-30,Female,Medium,4,162.9926021,N
19,19-30,Female,Medium,10,2858.483109,Y
19,19-30,Female,Medium,4,1049.35696,N
19,19-30,Female,Medium,3,1101.685167,N
19,19-30,Male,Medium,1,293.7814653,N
19,19-30,Female,Medium,1,154.0489718,N
19,19-30,Female,Medium,5,1536.202763,Y
19,19-30,Female,Medium,10,3918.165495,Y
19,19-30,Female,Medium,10,4083.118645,Y
19,19-30,Male,Medium,2,720.9788241,N
19,19-30,Male,Medium,1,250.0510728,N
19,19-30,Male,Medium,4,1992.214772,Y
19,19-30,Male,Medium,7,2850.714036,Y
19,19-30,Female,Medium,2,315.2887466,N
19,19-30,Male,Medium,5,689.4553289,N
19,19-30,Female,Medium,5,1845.366688,Y
19,19-30,Male,Medium,10,1412.117668,Y
19,19-30,Female,Medium,4,374.4307737,N
19,19-30,Male,Medium,8,3374.09286,Y
19,19-30,Male,Medium,7,2635.019069,Y
19,19-30,Male,Medium,8,3726.016482,Y
19,19-30,Male,Medium,2,215.928116,N
19,19-30,Male,Medium,1,21.70817873,N
19,19-30,Female,Medium,2,336.4162287,N
19,19-30,Male,Medium,3,1412.984254,Y
19,19-30,Male,Medium,6,1767.447809,Y
19,19-30,Male,Medium,7,1373.923902,Y
19,19-30,Female,Medium,2,995.7524293,N
19,19-30,Female,Medium,1,212.9922364,N
19,19-30,Female,Medium,5,1440.314343,Y
19,19-30,Male,Medium,2,170.4448236,N
19,19-30,Female,Medium,9,3946.855479,Y
19,19-30,Female,Medium,3,263.7429452,N
19,19-30,Male,Medium,7,2261.068986,Y
19,19-30,Female,Medium,1,22.11175248,N
19,19-30,Male,Medium,5,891.7239367,N
19,19-30,Male,Medium,7,3070.312743,Y
19,19-30,Male,Medium,1,495.03837,N
19,19-30,Male,Medium,7,349.9593442,N
19,19-30,Female,Medium,1,457.3680309,N
19,19-30,Male,Medium,4,1074.646574,N
19,19-30,Male,Medium,4,1638.969579,Y
19,19-30,Male,Medium,4,326.182189,N
19,19-30,Female,Medium,1,435.1022297,N
19,19-30,Male,Medium,9,2895.22662,Y
19,19-30,Female,Medium,1,446.4568279,N
19,19-30,Female,Medium,7,3324.765181,Y
19,19-30,Female,Medium,7,2020.466254,Y
19,19-30,Male,Medium,8,844.2571698,N
19,19-30,Female,Medium,6,1041.134627,N
19,19-30,Male,Medium,5,2371.769253,Y
19,19-30,Female,Medium,4,1993.934731,Y
19,19-30,Female,Medium,4,1925.405214,Y
19,19-30,Male,Medium,10,748.3770768,N
19,19-30,Female,Medium,7,1484.901064,Y
19,19-30,Male,Medium,6,998.256052,N
19,19-30,Female,Medium,3,549.1081463,N
19,19-30,Female,Medium,2,495.1316154,N
19,19-30,Male,Medium,8,3484.568933,Y
19,19-30,Male,Medium,6,506.7321996,N
19,19-30,Male,Medium,8,3507.856724,Y
19,19-30,Female,Medium,1,51.10432223,N
19,19-30,Female,Medium,9,1718.289322,Y
19,19-30,Female,Medium,4,743.6424172,N
19,19-30,Male,Medium,3,1196.510703,N
19,19-30,Female,Medium,3,837.3572835,N
19,19-30,Male,Medium,1,63.0396548,N
19,19-30,Male,Medium,3,1346.184759,N
19,19-30,Female,Medium,4,450.9277183,N
19,19-30,Male,Medium,4,514.9685419,N
19,19-30,Male,Medium,7,1976.265194,Y
19,19-30,Female,Medium,4,382.5415249,N
19,19-30,Male,Medium,4,1070.14653,N
19,19-30,Male,Medium,5,376.2742288,N
19,19-30,Female,Medium,9,4365.45295,Y
19,19-30,Male,Medium,6,1571.909029,Y
19,19-30,Female,Medium,9,118.9253778,N
19,19-30,Female,Medium,10,283.8315276,N
19,19-30,Male,Medium,3,1251.690567,N
19,19-30,Female,Medium,4,729.967675,N
19,19-30,Female,Medium,1,359.1427584,N
19,19-30,Female,Medium,4,539.3393207,N
19,19-30,Male,Medium,7,1394.119874,Y
19,19-30,Male,Medium,4,1667.374697,Y
19,19-30,Female,Medium,5,1197.022842,N
19,19-30,Male,Medium,8,335.9311006,N
19,19-30,Male,Medium,9,2942.90932,Y
19,19-30,Male,Medium,9,4218.387903,Y
19,19-30,Female,Medium,10,4558.140577,Y
19,19-30,Male,Medium,9,472.6988214,N
19,19-30,Female,Medium,7,957.6879747,N
19,19-30,Female,Medium,5,1826.224571,Y
19,19-30,Female,Medium,8,1824.711599,Y
19,19-30,Male,Medium,3,319.4770335,N
19,19-30,Female,Medium,1,276.6438379,N
19,19-30,Male,Medium,9,4490.418983,Y
19,19-30,Female,Medium,3,907.8528718,N
19,19-30,Male,Medium,6,829.5714152,N
19,19-30,Male,Medium,5,471.2260354,N
19,19-30,Male,Medium,1,20.47235591,N
19,19-30,Female,Medium,1,446.5453586,N
19,19-30,Female,Medium,5,171.8001676,N
19,19-30,Male,Medium,4,1664.21317,Y
19,19-30,Female,Medium,10,239.5384064,N
19,19-30,Male,Medium,2,83.92121539,N
19,19-30,Male,Medium,1,92.7885725,N
19,19-30,Male,Medium,7,3194.714297,Y
19,19-30,Female,Medium,9,3982.474052,Y
19,19-30,Male,Medium,5,2050.204643,Y
19,19-30,Male,Medium,9,1325.706024,N
19,19-30,Female,Medium,5,97.04328449,N
19,19-30,Female,Medium,6,2891.685868,Y
19,19-30,Male,Medium,3,793.7106561,N
19,19-30,Male,Medium,7,1246.463063,N
19,19-30,Female,Medium,7,1051.216067,N
19,19-30,Male,Medium,2,696.1878118,N
19,19-30,Male,Medium,2,977.3051848,N
19,19-30,Male,Medium,6,498.3669374,N
19,19-30,Female,Medium,6,2575.688189,Y
19,19-30,Male,Medium,7,2447.590781,Y
19,19-30,Male,Medium,7,1459.469983,Y
19,19-30,Male,Medium,10,4085.531147,Y
19,19-30,Male,Medium,7,1612.962605,Y
19,19-30,Female,Medium,4,1706.287999,Y
19,19-30,Female,Medium,2,443.8049599,N
19,19-30,Male,Medium,2,614.7918457,N
19,19-30,Female,Medium,2,897.0802075,N
19,19-30,Male,Medium,5,854.5321407,N
19,19-30,Male,Medium,5,1976.578657,Y
19,19-30,Female,Medium,3,342.8499778,N
19,19-30,Female,Medium,9,230.1622161,N
19,19-30,Female,Medium,5,1872.847417,Y
19,19-30,Male,Medium,4,1562.308473,Y
19,19-30,Female,Medium,3,1041.812197,N
19,19-30,Male,Medium,3,473.0136608,N
19,19-30,Male,Medium,1,108.3863467,N
19,19-30,Male,Medium,4,1129.159992,N
19,19-30,Female,Medium,7,1788.106659,Y
19,19-30,Male,Medium,8,1612.6593016,Y
19,19-30,Male,Medium,5,893.2713535,N
19,19-30,Female,Medium,8,3608.831275,Y
19,19-30,Male,Medium,10,1739.522622,Y
19,19-30,Male,Medium,4,395.1224595,N
19,19-30,Male,Medium,5,1537.593004,Y
19,19-30,Male,Medium,2,793.4703216,N
19,19-30,Male,Medium,8,3297.912206,Y
19,19-30,Female,Medium,6,2503.094254,Y
19,19-30,Male,Medium,3,529.8272692,N
19,19-30,Male,Medium,3,426.7067006,N
19,19-30,Female,Medium,7,2315.255788,Y
19,19-30,Female,Medium,8,1312.526118,N
19,19-30,Female,Medium,4,85.83177899,N
19,19-30,Female,Medium,2,53.70863536,N
19,19-30,Male,Medium,9,3984.679343,Y
19,19-30,Male,Medium,5,138.5989594,N
19,19-30,Male,Medium,2,734.2546314,N
19,19-30,Male,Medium,10,730.8135393,N
19,19-30,Male,Medium,9,3864.746676,Y
19,19-30,Male,Medium,6,830.1504993,N
19,19-30,Male,Medium,6,2379.390091,Y
19,19-30,Male,Medium,2,513.448611,N
19,19-30,Male,Medium,2,988.5565264,N
19,19-30,Male,Medium,4,455.1712382,N
19,19-30,Female,Medium,1,402.9707708,N
19,19-30,Female,Medium,7,1200.852853,N
19,19-30,Female,Medium,6,2169.273814,Y
19,19-30,Male,Medium,7,3411.210964,Y
19,19-30,Female,Medium,10,2916.354543,Y
19,19-30,Male,Medium,4,468.4990066,N
19,19-30,Male,Medium,9,4003.212703,Y
19,19-30,Male,Medium,5,744.6304149,N
19,19-30,Male,Medium,3,951.3752013,N
19,19-30,Male,Medium,1,103.8995235,N
19,19-30,Male,Medium,9,2964.334187,Y
19,19-30,Male,Medium,8,103.1172778,N
19,19-30,Male,Medium,2,297.2994704,N
19,19-30,Male,Medium,3,272.5030431,N
19,19-30,Male,Medium,10,3412.403974,Y
19,19-30,Male,Medium,5,1466.069698,Y
19,19-30,Female,Medium,1,268.0543027,N
19,19-30,Male,Medium,6,297.760111,N
19,19-30,Male,Medium,6,1159.081353,N
19,19-30,Male,Medium,6,2256.641438,Y
19,19-30,Male,Medium,1,151.4341795,N
19,19-30,Male,Medium,3,1006.844101,N
19,19-30,Female,Medium,4,1792.213419,Y
19,19-30,Male,Medium,7,442.301743,N
19,19-30,Female,Medium,4,1344.277904,N
19,19-30,Male,Medium,6,1132.87894,N
19,19-30,Male,Medium,3,1080.17928,N
19,19-30,Female,Medium,10,3942.322253,Y
19,19-30,Female,Medium,4,774.0297703,N
19,19-30,Female,Medium,3,128.040569,N
19,19-30,Female,Medium,6,2273.312632,Y
19,19-30,Male,Medium,8,1378.712872,Y
19,19-30,Female,Medium,1,436.3695661,N
19,19-30,Female,Medium,1,182.3105027,N
19,19-30,Male,Medium,8,2764.860678,Y
19,19-30,Female,Medium,5,1915.335419,Y
19,19-30,Male,Medium,10,1931.368318,Y
19,19-30,Male,Medium,5,990.8517243,N
19,19-30,Female,Medium,4,428.2059474,N
19,19-30,Male,Medium,2,310.712177,N
19,19-30,Male,Medium,5,643.7964788,N
19,19-30,Male,Medium,10,596.037225,N
19,19-30,Female,Medium,9,2372.601675,Y
19,19-30,Male,Medium,9,4368.37583,Y
19,19-30,Male,Medium,3,978.8083851,N
19,19-30,Male,Medium,5,111.593977,N
19,19-30,Female,Medium,5,2419.765941,Y
19,19-30,Female,Medium,6,1240.702517,N
19,19-30,Male,Medium,1,291.0617788,N
19,19-30,Female,Medium,10,4108.08269,Y
19,19-30,Male,Medium,2,240.7252639,N
19,19-30,Male,Medium,5,75.20703373,N
19,19-30,Male,Medium,10,1615.591478,Y
19,19-30,Female,Medium,1,168.6096861,N
19,19-30,Male,Medium,4,1510.915233,Y
19,19-30,Male,Medium,2,915.2756945,N
19,19-30,Male,Medium,1,148.8015496,N
19,19-30,Male,Medium,6,391.019195,N
19,19-30,Female,Medium,5,372.910929,N
19,19-30,Male,Medium,8,2758.761884,Y
19,19-30,Male,Medium,6,1526.896979,Y
19,19-30,Male,Medium,3,696.2546526,N
19,19-30,Female,Medium,9,3004.293114,Y
19,19-30,Female,Medium,4,644.6660016,N
19,19-30,Female,Medium,6,878.1860528,N
19,19-30,Male,Medium,4,524.8192228,N
19,19-30,Female,Medium,8,1448.626113,Y
19,19-30,Female,Medium,1,422.3185438,N
19,19-30,Male,Medium,9,1320.295115,N
19,19-30,Male,Medium,7,1823.063606,Y
19,19-30,Female,Medium,9,4086.957591,Y
19,19-30,Female,Medium,7,1665.704584,Y
19,19-30,Female,Medium,3,296.213706,N
19,19-30,Female,Medium,5,2465.925701,Y
19,19-30,Male,Medium,2,836.4244401,N
19,19-30,Male,Medium,2,668.3634368,N
19,19-30,Male,Medium,4,983.3340723,N
19,19-30,Female,Medium,3,351.8989472,N
19,19-30,Male,Medium,3,901.5776465,N
19,19-30,Male,Medium,10,3195.62902,Y
19,19-30,Male,Medium,4,1615.909646,Y
19,19-30,Female,Medium,7,1899.585077,Y
19,19-30,Female,Medium,7,2436.306807,Y
19,19-30,Female,Medium,5,463.6554133,N
19,19-30,Male,Medium,3,1252.436853,N
19,19-30,Female,Medium,8,1380.150743,Y
19,19-30,Female,Medium,5,1449.073237,Y
19,19-30,Male,Medium,2,750.4129385,N
19,19-30,Male,Medium,2,110.9990895,N
19,19-30,Male,Medium,1,224.2221188,N
19,19-30,Female,Medium,2,523.5447576,N
19,19-30,Female,Medium,9,2463.073457,Y
19,19-30,Male,Medium,2,648.8310238,N
19,19-30,Female,Medium,10,1277.003848,N
19,19-30,Female,Medium,1,410.0184424,N
19,19-30,Male,Medium,2,39.41867832,N
19,19-30,Male,Medium,2,589.5554147,N
19,19-30,Male,Medium,4,418.2160771,N
19,19-30,Male,Medium,3,1443.827081,Y
19,19-30,Male,Medium,1,319.765578,N
19,19-30,Female,Medium,4,202.1274288,N
19,19-30,Male,Medium,10,941.7049573,N
19,19-30,Female,Medium,7,3328.148756,Y
19,19-30,Male,Medium,6,2081.803499,Y
19,19-30,Female,Medium,10,3453.083429,Y
19,19-30,Male,Medium,8,3400.7963,Y
19,19-30,Male,Medium,9,2869.808441,Y
19,19-30,Male,Medium,6,482.1309393,N
19,19-30,Male,Medium,10,270.7697801,N
19,19-30,Male,Medium,9,3440.330901,Y
19,19-30,Male,Medium,1,149.2349614,N
19,19-30,Male,Medium,7,3316.269062,Y
19,19-30,Female,Medium,9,702.913295,N
19,19-30,Female,Medium,4,478.632591,N
19,19-30,Female,Medium,1,142.319633,N
19,19-30,Male,Medium,5,158.9366755,N
19,19-30,Female,Medium,5,531.6837132,N
19,19-30,Male,Medium,8,3583.730508,Y
19,19-30,Male,Medium,3,955.568631,N
19,19-30,Male,Medium,1,20.57661311,N
19,19-30,Male,Medium,4,953.4354113,N
19,19-30,Female,Medium,7,233.2569621,N
19,19-30,Male,Medium,1,197.951731,N
19,19-30,Male,Medium,3,213.3242851,N
19,19-30,Female,Medium,10,2772.99305,Y
19,19-30,Female,Medium,1,49.30192018,N
19,19-30,Male,Medium,9,1259.79016,N
19,19-30,Female,Medium,5,2352.510822,Y
19,19-30,Male,Medium,6,2311.432854,Y
19,19-30,Male,Medium,10,3942.641131,Y
19,19-30,Female,Medium,6,2603.053325,Y
19,19-30,Female,Medium,3,1369.134009,Y
19,19-30,Male,Medium,7,1177.389989,N
19,19-30,Male,Medium,1,283.3261126,N
19,19-30,Female,Medium,6,2628.767235,Y
19,19-30,Male,Medium,3,1360.658128,N
19,19-30,Female,Medium,5,396.9085596,N
19,19-30,Female,Medium,8,3019.043138,Y
19,19-30,Male,Medium,9,2042.314385,Y
19,19-30,Female,Medium,8,3127.907964,Y
19,19-30,Female,Medium,3,1303.710521,N
19,19-30,Male,Medium,1,177.7219251,N
19,19-30,Female,Medium,5,2452.306893,Y
19,19-30,Male,Medium,9,286.290501,N
19,19-30,Female,Medium,4,851.4961508,N
19,19-30,Male,Medium,10,4735.408497,Y
19,19-30,Male,Medium,7,3102.171349,Y
19,19-30,Male,Medium,5,1687.888708,Y
19,19-30,Male,Medium,7,2521.507366,Y
19,19-30,Male,Medium,6,2809.57927,Y
19,19-30,Male,Medium,4,1070.581131,N
19,19-30,Male,Medium,7,2758.53975,Y
19,19-30,Female,Medium,9,2447.002612,Y
19,19-30,Female,Medium,8,3379.849225,Y
19,19-30,Male,Medium,7,739.8350452,N
19,19-30,Male,Medium,7,3224.975003,Y
19,19-30,Female,Medium,7,3459.51682,Y
19,19-30,Male,Medium,9,2285.027041,Y
19,19-30,Male,Medium,4,119.10524,N
19,19-30,Male,Medium,1,305.5703041,N
19,19-30,Female,Medium,8,731.633785,N
19,19-30,Male,Medium,9,3222.891239,Y
19,19-30,Female,Medium,9,380.4608389,N
19,19-30,Female,Medium,10,1530.931571,Y
19,19-30,Male,Medium,2,736.1992474,N
19,19-30,Female,Medium,7,662.659401,N
19,19-30,Female,Medium,9,2637.056703,Y
19,19-30,Female,Medium,3,296.4900795,N
19,19-30,Female,Medium,6,636.0671735,N
19,19-30,Male,Medium,1,131.651454,N
19,19-30,Female,Medium,7,2261.255765,Y
19,19-30,Male,Medium,1,227.1712063,N
19,19-30,Male,Medium,5,151.330268,N
19,19-30,Female,Medium,10,2601.323161,Y
19,19-30,Male,Medium,3,185.2420668,N
19,19-30,Male,Medium,10,3693.694567,Y
19,19-30,Female,Medium,6,463.0581473,N
19,19-30,Male,Medium,2,895.7532013,N
19,19-30,Female,Medium,3,753.4690858,N
19,19-30,Male,Medium,2,782.5984537,N
19,19-30,Male,Medium,5,1883.526658,Y
19,19-30,Male,Medium,4,924.1865197,N
19,19-30,Male,Medium,7,2035.313279,Y
19,19-30,Male,Medium,4,1054.204316,N
19,19-30,Female,Medium,9,2886.619479,Y
19,19-30,Male,Medium,9,1620.332296,Y
19,19-30,Female,Medium,9,3477.1485,Y
19,19-30,Male,Medium,6,2728.460664,Y
19,19-30,Male,Medium,3,1050.247366,N
19,19-30,Male,Medium,3,760.8036911,N
19,19-30,Female,Medium,8,3462.469173,Y
19,19-30,Male,Medium,2,87.90029053,N
19,19-30,Male,Medium,9,375.6869849,N
19,19-30,Female,Medium,3,472.3381252,N
19,19-30,Female,Medium,4,846.5621473,N
19,19-30,Male,Medium,3,374.6177476,N
19,19-30,Male,Medium,1,421.3399054,N
19,19-30,Female,Medium,1,311.3998943,N
19,19-30,Male,Medium,10,739.6405984,N
19,19-30,Male,Medium,2,865.7606418,N
19,19-30,Female,Medium,9,4492.42354,Y
19,19-30,Male,Medium,4,1664.349649,Y
19,19-30,Male,Medium,4,675.2511219,N
19,19-30,Female,Medium,10,3603.144371,Y
19,19-30,Male,Medium,4,1054.282679,N
19,19-30,Male,Medium,8,1843.735141,Y
19,19-30,Male,Medium,3,603.6506849,N
19,19-30,Female,Medium,4,1418.681571,Y
19,19-30,Male,Medium,3,1232.542216,N
19,19-30,Female,Medium,9,3670.035931,Y
19,19-30,Male,Medium,4,1981.186431,Y
19,19-30,Male,Medium,8,1879.541345,Y
19,19-30,Female,Medium,10,3754.924526,Y
19,19-30,Male,Medium,6,2977.295872,Y
19,19-30,Female,Medium,3,1017.711743,N
19,19-30,Female,Medium,6,677.151539,N
19,19-30,Female,Medium,6,2750.53925,Y
19,19-30,Male,Medium,10,3089.848666,Y
19,19-30,Female,Medium,9,2447.970544,Y
19,19-30,Male,Medium,2,746.2561439,N
19,19-30,Female,Medium,2,184.9448137,N
19,19-30,Male,Medium,9,1808.094686,Y
19,19-30,Male,Medium,10,3751.820187,Y
19,19-30,Male,Medium,2,977.3012623,N
19,19-30,Female,Medium,6,528.9312747,N
19,19-30,Male,Medium,3,431.1050309,N
19,19-30,Female,Medium,3,559.2365794,N
19,19-30,Female,Medium,7,2918.353989,Y
19,19-30,Female,Medium,1,266.0095923,N
19,19-30,Female,Medium,2,175.8264979,N
19,19-30,Male,Medium,8,2359.133935,Y
19,19-30,Male,Medium,10,4329.852807,Y
19,19-30,Male,Medium,2,965.0720147,N
19,19-30,Female,Medium,5,1083.89224,N
19,19-30,Male,Medium,7,2878.438305,Y
19,19-30,Female,Medium,9,749.3272575,N
19,19-30,Male,Medium,3,450.8482305,N
19,19-30,Male,Medium,1,19.95995582,N
19,19-30,Male,Medium,3,413.4105618,N
19,19-30,Female,Medium,1,315.6002985,N
19,19-30,Male,Medium,7,2488.981123,Y
19,19-30,Male,Medium,2,412.7883326,N
19,19-30,Male,Medium,2,728.2150126,N
19,19-30,Female,Medium,8,1478.225139,Y
19,19-30,Female,Medium,1,214.3469675,N
19,19-30,Female,Medium,7,2411.820784,Y
19,19-30,Female,Medium,8,355.7074537,N
19,19-30,Male,Medium,10,3707.898485,Y
19,19-30,Male,Medium,8,3289.495825,Y
19,19-30,Male,Medium,7,3383.51984,Y
19,19-30,Male,Medium,4,1521.099271,Y
19,19-30,Male,Medium,7,3497.043836,Y
19,19-30,Female,Medium,6,1288.894836,N
19,19-30,Male,Medium,7,965.3388001,N
19,19-30,Male,Medium,2,769.6273104,N
19,19-30,Female,Medium,7,470.0237931,N
19,19-30,Female,Medium,9,1983.442511,Y
19,19-30,Male,Medium,1,137.5974653,N
19,19-30,Male,Medium,3,271.0677712,N
19,19-30,Female,Medium,1,97.74182428,N
19,19-30,Female,Medium,8,86.33376055,N
19,19-30,Male,Medium,4,1921.281011,Y
19,19-30,Female,Medium,2,360.4656656,N
19,19-30,,Medium,3,431.8855755,N
19,19-30,Female,Medium,6,2818.810209,Y
19,19-30,Female,Medium,8,3041.030054,Y
19,19-30,Male,Medium,1,476.328552,N
19,19-30,Male,Medium,9,3354.76204,Y
19,19-30,Male,Medium,3,209.8448488,N
19,19-30,Female,Medium,4,719.4252555,N
19,19-30,Female,Medium,2,840.0468793,N
19,19-30,Female,Medium,7,140.394275,N
19,19-30,Male,Medium,6,2794.575374,Y
19,19-30,Male,Medium,10,167.2571372,N
19,19-30,Male,Medium,3,1215.815845,N
